npi,NE,MW,S,W,female,male,opioid_prescb,opioid,non_opioid
1770740078,0,0,0,1,0,1,0,0,13
1043394117,0,0,0,1,0,1,0,0,66
1194009514,0,0,1,0,1,0,1,140,675
1720399157,0,0,1,0,0,1,0,0,14
1396964599,0,1,0,0,1,0,0,0,147
1093020513,0,0,0,0,0,1,1,52,4494
1871577460,0,0,1,0,0,1,1,473,6678
1972563609,0,1,0,0,0,1,0,0,11
1437118106,0,1,0,0,0,1,1,0,861
1588961296,0,0,1,0,1,0,1,0,95
1023054913,0,0,0,1,1,0,0,0,126
1679573273,0,0,0,0,1,0,1,11,543
1174587232,0,0,0,0,1,0,1,124,4271
1487810768,0,0,1,0,0,1,0,0,18
1770838401,0,0,1,0,0,1,0,0,24
1518395169,0,0,0,1,1,0,0,0,86
1295928059,0,1,0,0,1,0,0,0,24
1083743595,0,0,1,0,0,1,0,0,101
1508840430,0,0,1,0,0,1,0,0,1489
1750463949,0,1,0,0,0,1,0,0,121
1821188103,0,0,0,1,1,0,0,0,34
1346379120,0,0,0,1,0,1,1,70,0
1235336199,0,0,1,0,0,1,0,0,92
1700958659,0,0,1,0,0,1,1,722,11584
1003992314,0,0,1,0,0,1,1,30,207
1457344517,0,0,0,1,0,1,0,0,2404
1750577987,0,1,0,0,0,1,0,0,21
1821051467,0,0,1,0,1,0,1,1325,15270
1942420401,0,1,0,0,0,1,0,0,19
1740261676,0,0,0,1,0,1,1,12,15
1033403381,0,1,0,0,1,0,1,142,733
1649430950,0,0,0,0,0,1,1,13,83
1811004369,0,1,0,0,0,1,1,651,11644
1487833372,0,0,0,1,1,0,0,0,43
1669461687,0,0,1,0,0,1,1,38,3476
1346682242,0,0,0,0,1,0,1,0,23
1013357383,0,0,0,0,0,1,1,11,0
1629087531,0,0,1,0,0,1,1,43,251
1396898029,0,0,0,1,0,1,1,17,108
1972694552,0,0,1,0,0,1,1,0,36
1164616744,0,1,0,0,1,0,0,0,1203
1851468367,0,0,0,1,1,0,1,685,4911
1275849051,0,0,1,0,0,1,1,99,1283
1043298342,0,1,0,0,0,1,1,39,0
1992800429,0,1,0,0,0,1,0,0,6898
1326353517,0,0,0,1,1,0,1,13,287
1073760187,0,0,1,0,0,1,1,31,44
1700094612,0,0,1,0,0,1,0,0,33
1669474128,0,0,1,0,0,1,0,0,11
1699114116,0,1,0,0,1,0,0,0,11
1992747836,0,0,0,1,0,1,1,475,7262
1902245798,0,0,1,0,0,1,1,13,79
1316911506,0,0,1,0,1,0,0,0,682
1841223716,0,0,0,1,0,1,1,39,154
1366552838,0,0,0,1,0,1,1,187,2311
1124020664,0,1,0,0,0,1,1,114,1814
1366477408,0,0,0,1,1,0,1,167,2193
1427004902,0,0,0,0,1,0,0,0,12
1497730535,0,1,0,0,1,0,1,32,51
1518133297,0,1,0,0,1,0,1,14,40
1063440907,0,0,0,1,0,1,1,504,6375
1750325361,0,0,1,0,0,1,1,35,82
1356612030,0,1,0,0,0,1,1,13,44
1447468590,0,1,0,0,0,1,1,0,15
1083965651,0,0,1,0,1,0,1,15,14
1679680045,0,0,0,1,0,1,1,39,221
1578619474,0,0,0,1,0,1,1,230,4420
1467891358,0,0,0,0,0,1,1,12,176
1780776344,0,0,0,0,1,0,1,464,13253
1942282215,0,1,0,0,0,1,1,29,2327
1598982316,0,1,0,0,0,1,1,49,0
1952312233,0,1,0,0,1,0,0,0,1220
1992956742,0,0,1,0,1,0,1,95,1241
1851451439,0,0,0,1,0,1,1,124,48
1851343875,0,1,0,0,1,0,0,0,36
1700845526,0,0,0,1,0,1,0,0,24
1528150539,0,0,0,1,1,0,1,239,108
1477522407,0,0,1,0,0,1,1,12,540
1407998941,0,0,0,1,1,0,0,0,29
1366403750,0,1,0,0,0,1,0,0,86
1841213964,0,1,0,0,0,1,0,0,1926
1760445530,0,0,0,0,0,1,1,138,49
1265650980,0,1,0,0,1,0,0,0,325
1194829838,0,0,1,0,0,1,0,0,24
1154541738,0,0,0,1,0,1,0,0,15
1194003731,0,0,0,0,1,0,0,0,97
1417144577,0,1,0,0,1,0,1,535,9972
1467430868,0,1,0,0,0,1,0,0,34
1164438107,0,0,0,0,0,1,0,0,115
1528291762,0,0,1,0,1,0,1,68,1400
1205804069,0,0,0,1,0,1,1,73,1180
1053417238,0,1,0,0,0,1,1,18,1628
1356440325,0,0,1,0,0,1,1,30,22
1649378712,0,0,1,0,1,0,1,21,878
1730153784,0,1,0,0,0,1,0,0,13
1477615466,0,0,0,0,0,1,1,18,5250
1255543849,0,0,1,0,1,0,0,0,20
1992097315,0,1,0,0,1,0,1,44,18
1194915710,0,1,0,0,0,1,0,0,602
1699750315,0,0,1,0,1,0,0,0,111
1154447381,0,0,0,1,0,1,1,0,198
1407155666,0,0,1,0,1,0,1,11,30
1598847782,0,1,0,0,0,1,0,0,4340
1851628218,0,0,0,1,0,1,1,15,0
1922098904,0,0,0,0,0,1,1,45,0
1467638544,0,1,0,0,1,0,1,19,783
1023147667,0,0,0,0,1,0,0,0,12
1013158922,0,0,0,0,0,1,1,15,0
1033143318,0,1,0,0,0,1,1,92,161
1396078002,0,0,0,1,1,0,1,14,88
1396805081,0,0,1,0,0,1,1,319,903
1346389715,0,0,0,1,0,1,1,13,344
1801811575,0,0,0,0,0,1,0,0,14
1629189337,0,0,1,0,1,0,0,0,1462
1891786224,0,1,0,0,0,1,1,119,125
1134389646,0,1,0,0,0,1,0,0,1121
1174895502,0,1,0,0,1,0,1,38,641
1568626034,0,0,0,0,1,0,1,0,30
1770801581,0,0,0,0,1,0,1,67,4910
1326019175,0,0,0,0,0,1,1,102,2610
1295956282,0,1,0,0,0,1,0,0,14
1447405683,0,0,0,0,1,0,1,82,2116
1306827787,0,0,0,1,1,0,0,0,112
1972894111,0,0,0,1,1,0,0,0,11
1326275058,0,0,0,0,0,1,1,20,0
1073877825,0,0,1,0,0,1,0,0,12
1225063449,0,0,1,0,1,0,1,13,173
1063508430,0,0,0,0,0,1,0,0,3667
1639493513,0,0,0,1,1,0,0,0,265
1295055242,0,0,1,0,1,0,0,0,126
1629120811,0,0,1,0,1,0,1,0,1436
1609820604,0,0,0,0,0,1,1,0,88
1730131210,0,0,1,0,0,1,1,68,17
1982657789,0,0,0,0,1,0,0,0,408
1831117407,0,0,0,1,0,1,0,0,12
1326061318,0,0,0,1,0,1,1,13,1244
1104113570,0,0,0,0,0,1,1,55,1986
1427173616,0,0,0,0,0,1,1,19,37
1497783054,0,0,0,0,0,1,1,461,15220
1770809204,0,1,0,0,0,1,1,17,0
1003873142,0,0,0,1,1,0,1,0,3273
1770664500,0,0,0,0,1,0,1,39,0
1588641500,0,0,1,0,0,1,1,11,262
1952391625,0,0,0,0,0,1,1,68,1384
1376573188,0,0,0,1,1,0,1,13,0
1689776213,0,0,1,0,0,1,1,300,6867
1649380080,0,0,0,1,0,1,0,0,1259
1487690913,0,1,0,0,0,1,1,282,8085
1992886113,0,0,0,1,1,0,0,0,434
1811218506,0,0,0,1,1,0,0,0,221
1962491829,0,0,1,0,0,1,1,345,6899
1336193598,0,0,0,1,1,0,1,143,998
1275568024,0,0,0,0,0,1,0,0,118
1548581978,0,1,0,0,1,0,1,0,224
1609090935,0,1,0,0,1,0,0,0,56
1235189457,0,0,1,0,0,1,0,0,101
1326026154,0,1,0,0,0,1,1,22,106
1922207950,0,1,0,0,0,1,0,0,12
1891736898,0,0,0,0,0,1,1,287,4245
1548560659,0,1,0,0,0,1,1,0,182
1710165303,0,0,0,1,1,0,1,0,49
1295094068,0,0,1,0,1,0,1,58,0
1831289453,0,0,0,1,0,1,0,0,224
1073578753,0,0,1,0,0,1,0,0,987
1093126161,0,0,1,0,1,0,0,0,30
1952318271,0,0,1,0,0,1,1,61,0
1043274236,0,0,0,1,0,1,0,0,1112
1659337129,0,0,1,0,0,1,1,0,75
1376784918,0,0,1,0,1,0,0,0,1430
1326368473,0,0,1,0,1,0,1,117,1819
1649236415,0,0,1,0,1,0,0,0,3486
1689636391,0,0,1,0,0,1,0,0,1457
1528326329,0,0,1,0,0,1,1,24,603
1871744474,0,0,0,0,1,0,0,0,11
1538344809,0,0,1,0,0,1,1,32,246
1225184765,0,1,0,0,0,1,1,0,94
1013905017,0,0,0,1,0,1,1,176,9816
1750339693,0,0,0,0,0,1,0,0,350
1902812514,0,0,0,0,1,0,0,0,4426
1982600623,0,0,1,0,0,1,1,198,2792
1205945003,0,0,0,1,1,0,1,52,50
1376546861,0,0,1,0,0,1,1,37,12
1902832058,0,0,1,0,1,0,0,0,5402
1972667301,0,0,0,0,0,1,0,0,16
1235110693,0,1,0,0,0,1,1,152,772
1871604702,0,0,0,0,1,0,1,164,2045
1225130800,0,0,1,0,0,1,1,76,1192
1700956307,0,0,1,0,0,1,0,0,449
1891006490,0,0,1,0,0,1,1,103,1895
1760594386,0,0,0,0,0,1,1,95,2831
1922157619,0,0,1,0,0,1,0,0,15
1356314694,0,0,0,1,0,1,1,24,16
1598702250,0,1,0,0,1,0,1,29,0
1619193927,0,0,1,0,0,1,0,0,38
1265481113,0,0,1,0,0,1,1,535,13816
1770603037,0,0,0,1,1,0,0,0,99
1467457010,0,0,1,0,0,1,0,0,67
1457465676,0,1,0,0,0,1,1,224,2738
1356403109,0,0,0,0,0,1,1,75,203
1093714735,0,0,0,0,0,1,0,0,359
1528297900,0,0,0,1,0,1,0,0,55
1881853919,0,0,1,0,0,1,1,86,499
1700032398,0,0,1,0,1,0,1,23,84
1134280126,0,0,1,0,0,1,1,198,172
1922102326,0,0,0,0,0,1,0,0,12
1922078294,0,0,0,1,0,1,0,0,123
1538185053,0,0,1,0,0,1,0,0,59
1467477711,0,1,0,0,0,1,0,0,46
1184796393,0,0,0,0,1,0,1,56,1302
1891923793,0,0,0,0,1,0,1,12,46
1548498975,0,0,1,0,0,1,1,34,55
1134174030,0,0,0,0,1,0,1,0,46
1205000122,0,0,0,1,1,0,1,77,186
1528078698,0,0,0,0,0,1,1,0,224
1649204306,0,0,1,0,0,1,1,1562,988
1396711529,0,0,0,1,0,1,1,33,380
1386890879,0,1,0,0,1,0,1,30,192
1801829122,0,0,0,0,0,1,0,0,23
1821011594,0,1,0,0,0,1,1,16,4202
1942335146,0,0,0,1,0,1,1,32,25
1225339344,0,1,0,0,1,0,1,53,164
1982711412,0,1,0,0,0,1,1,40,14
1518381466,0,0,1,0,1,0,1,433,647
1346451051,0,1,0,0,0,1,1,91,270
1952382830,0,0,1,0,1,0,1,93,3098
1346404688,0,0,0,1,0,1,0,0,38
1952633547,0,0,0,1,1,0,1,17,82
1619946068,0,0,1,0,0,1,1,20,30
1083858617,0,0,1,0,0,1,0,0,27
1992893226,0,0,1,0,0,1,0,0,25
1366409856,0,0,1,0,0,1,0,0,53
1154369270,0,0,1,0,0,1,1,0,82
1417395088,0,0,1,0,0,1,1,0,234
1508833112,0,0,0,0,0,1,0,0,1426
1053301309,0,0,0,0,0,1,1,473,417
1558377754,0,0,0,0,0,1,1,16,11
1760559744,0,0,1,0,0,1,0,0,32
1679571012,0,1,0,0,0,1,0,0,400
1578715637,0,0,1,0,1,0,1,25,0
1124016712,0,0,0,1,0,1,0,0,215
1134211055,0,0,0,0,1,0,0,0,396
1366456881,0,0,1,0,1,0,1,135,1765
1730298886,0,1,0,0,0,1,1,385,5037
1639263106,0,0,1,0,1,0,1,138,123
1093787319,0,0,0,0,1,0,1,178,5823
1922022342,0,0,0,0,0,1,0,0,27
1477713535,0,1,0,0,0,1,1,48,0
1689744419,0,0,0,1,0,1,0,0,19
1437137783,0,1,0,0,1,0,1,23,764
1821125634,0,0,0,1,1,0,0,0,12
1790769396,0,0,1,0,0,1,1,284,382
1568531754,0,1,0,0,0,1,1,0,45
1215954912,0,0,0,1,0,1,1,134,1192
1821241571,0,0,1,0,0,1,1,14,15
1841274180,0,1,0,0,0,1,0,0,13
1033162110,0,0,1,0,0,1,1,1267,14642
1477525269,0,0,0,0,0,1,1,231,4469
1306906763,0,0,1,0,0,1,1,38,121
1871617787,0,1,0,0,0,1,0,0,43
1437570280,0,0,0,1,1,0,1,0,170
1407943590,0,0,0,0,1,0,1,0,164
1386628162,0,0,0,1,0,1,0,0,31
1306920970,0,0,0,1,1,0,1,12,22
1487650321,0,0,0,1,1,0,0,0,259
1073722724,0,1,0,0,0,1,0,0,49
1750364121,0,0,1,0,0,1,1,14674,12816
1154310662,0,0,0,0,0,1,1,57,72
1295746634,0,0,1,0,0,1,1,95,1590
1811290646,0,0,0,1,1,0,1,0,188
1841539541,0,0,0,0,0,1,1,11,62
1275626012,0,0,1,0,0,1,0,0,11
1518060938,0,0,0,1,0,1,0,0,3204
1033107065,0,1,0,0,0,1,0,0,441
1033176581,0,0,0,1,1,0,1,12,131
1942207162,0,0,1,0,0,1,1,248,4644
1902247604,0,1,0,0,0,1,1,0,160
1639118177,0,0,0,1,0,1,1,183,184
1306840988,0,1,0,0,1,0,1,12,60
1811043144,0,1,0,0,0,1,0,0,23
1285719526,0,0,0,1,1,0,0,0,416
1841248499,0,0,1,0,0,1,1,271,9138
1609028612,0,0,1,0,0,1,1,59,211
1699702175,0,1,0,0,1,0,0,0,28
1730313610,0,0,1,0,0,1,0,0,49
1609857598,0,1,0,0,0,1,0,0,1458
1154529121,0,0,0,1,0,1,0,0,53
1710122262,0,0,0,0,1,0,1,17,2201
1801813571,0,1,0,0,1,0,0,0,12
1235243585,0,0,0,1,1,0,1,48,1217
1093776502,0,0,1,0,0,1,1,68,1098
1538330238,0,0,1,0,0,1,1,33,1304
1992708564,0,1,0,0,1,0,1,25,0
1285975532,0,1,0,0,1,0,1,26,12
1972716504,0,0,1,0,0,1,1,29,37
1295956605,0,0,0,1,0,1,0,0,28
1104007905,0,0,0,0,1,0,0,0,11
1720029002,0,0,0,0,0,1,0,0,27
1528024585,0,0,0,0,1,0,1,139,1953
1831108091,0,0,0,1,1,0,0,0,17
1821210808,0,0,0,0,0,1,1,50,3371
1023169133,0,0,0,0,0,1,1,0,156
1760464812,0,0,0,1,1,0,1,30,214
1215962022,0,0,0,1,0,1,1,29,0
1568674406,0,1,0,0,0,1,0,0,32
1427251776,0,0,1,0,1,0,1,51,119
1124381181,0,1,0,0,1,0,1,15,114
1073790903,0,0,1,0,0,1,0,0,499
1710927975,0,0,0,1,1,0,1,329,4320
1740315159,0,1,0,0,0,1,1,139,1871
1679502561,0,1,0,0,1,0,1,96,1887
1619967767,0,0,1,0,0,1,0,0,407
1093890154,0,0,1,0,0,1,1,44,43
1689779530,0,0,0,1,0,1,0,0,180
1508887985,0,0,1,0,1,0,0,0,97
1003803040,0,0,1,0,0,1,0,0,26
1992817779,0,0,0,0,0,1,0,0,32
1235173048,0,0,1,0,0,1,1,61,94
1891727798,0,0,0,0,0,1,0,0,14
1689947004,0,1,0,0,1,0,1,142,2292
1326161936,0,1,0,0,0,1,0,0,21
1861534851,0,0,0,0,0,1,1,11,64
1700802709,0,0,0,1,0,1,1,241,2731
1689646465,0,0,1,0,0,1,0,0,86
1306056379,0,0,0,0,0,1,1,113,18
1720158470,0,1,0,0,0,1,0,0,11
1063796472,0,0,0,0,1,0,1,0,366
1487656641,0,0,1,0,1,0,0,0,614
1659547271,0,0,0,0,1,0,1,0,23
1487690285,0,1,0,0,1,0,0,0,186
1194775429,0,1,0,0,0,1,1,28,445
1447262209,0,0,0,0,0,1,1,49,192
1447450861,0,0,0,1,1,0,1,970,693
1073510038,0,0,0,0,0,1,1,76,32
1699900324,0,0,1,0,1,0,0,0,37
1831281229,0,0,0,1,1,0,0,0,25
1407863608,0,0,0,0,0,1,0,0,144
1831112531,0,0,0,0,0,1,0,0,46
1073783510,0,0,0,1,0,1,0,0,11
1205883139,0,0,0,0,0,1,1,181,60
1427224070,0,0,0,1,1,0,0,0,14
1215065875,0,0,1,0,1,0,1,17,19
1235137449,0,0,0,0,0,1,0,0,61
1467564823,0,0,1,0,0,1,0,0,59
1134239767,0,0,0,0,0,1,1,320,14677
1447585294,0,0,1,0,1,0,1,81,73
1306847629,0,0,1,0,0,1,0,0,113
1437234119,0,0,0,1,1,0,0,0,1317
1063456598,0,0,1,0,0,1,0,0,127
1053452052,0,0,1,0,0,1,0,0,1068
1013957026,0,0,0,1,0,1,1,17,11
1174534572,0,0,1,0,0,1,0,0,50
1215279203,0,1,0,0,0,1,0,0,299
1831253897,0,0,0,0,1,0,0,0,15
1215962501,0,0,0,0,0,1,1,15,15
1063406981,0,0,0,0,0,1,0,0,40
1801187158,0,0,1,0,1,0,0,0,11
1730125527,0,0,1,0,0,1,1,1091,23484
1861401754,0,0,1,0,0,1,1,810,11981
1144382847,0,0,0,1,1,0,0,0,11
1417989401,0,1,0,0,0,1,1,129,85
1386730059,0,0,1,0,0,1,1,66,3933
1639193089,0,0,0,1,0,1,1,54,12
1831190511,0,1,0,0,0,1,1,27,24
1780774323,0,0,0,0,0,1,0,0,23
1760459754,0,0,0,1,0,1,0,0,87
1962419556,0,0,0,0,1,0,0,0,144
1154313716,0,0,1,0,0,1,0,0,308
1568748127,0,0,1,0,0,1,0,0,103
1427125848,0,0,0,1,0,1,1,292,4834
1013003342,0,0,0,0,1,0,1,28,937
1740377001,0,0,0,1,0,1,1,0,73
1801026182,0,0,1,0,1,0,0,0,229
1669523890,0,0,1,0,0,1,1,66,319
1760687727,0,0,1,0,0,1,1,23,0
1790747111,0,0,0,0,0,1,0,0,161
1750375861,0,0,1,0,1,0,1,77,7868
1912954637,0,1,0,0,0,1,1,414,191
1891960993,0,0,0,0,1,0,0,0,111
1881747426,0,0,0,1,1,0,1,96,1120
1538341029,0,0,0,1,1,0,0,0,26
1538161278,0,1,0,0,0,1,1,55,64
1114097938,0,0,1,0,0,1,0,0,14
1952485930,0,0,0,1,1,0,1,423,6468
1649433798,0,0,0,0,1,0,1,27,26
1649246679,0,1,0,0,0,1,0,0,640
1306948492,0,0,1,0,1,0,1,0,11
1851675664,0,1,0,0,1,0,1,29,362
1891072278,0,1,0,0,0,1,1,393,4575
1699985457,0,0,1,0,0,1,1,11,14
1568502037,0,0,0,1,1,0,0,0,13
1164861944,0,1,0,0,1,0,1,36,113
1588673800,0,0,0,1,0,1,1,149,148
1821273517,0,0,0,1,1,0,0,0,12
1295933729,0,0,0,1,0,1,1,0,24
1992729453,0,0,0,0,1,0,0,0,61
1265624647,0,0,1,0,1,0,0,0,57
1013005537,0,1,0,0,0,1,1,167,1682
1245424886,0,1,0,0,1,0,1,21,96
1548223894,0,1,0,0,0,1,1,46,78
1588711527,0,0,0,1,0,1,0,0,20
1720059397,0,0,1,0,1,0,1,104,1268
1780677724,0,0,1,0,0,1,1,39,1409
1639358310,0,0,1,0,1,0,1,62,199
1902005937,0,0,0,1,1,0,0,0,22
1427055169,0,0,1,0,1,0,1,103,51
1023329216,0,1,0,0,0,1,1,0,13
1346383213,0,0,0,1,0,1,1,11,21
1942202825,0,0,0,1,1,0,0,0,27
1932275567,0,0,1,0,0,1,0,0,36
1912228669,0,0,0,0,0,1,1,0,196
1437474442,0,0,0,1,1,0,0,0,21
1740286921,0,0,1,0,0,1,1,57,2168
1063677953,0,0,0,0,1,0,0,0,11
1396749859,0,0,0,1,0,1,1,1124,9046
1689611659,0,1,0,0,1,0,1,41,15
1710060280,0,0,1,0,0,1,0,0,1347
1306843214,0,1,0,0,0,1,1,21,1628
1356775985,0,0,0,0,1,0,1,0,69
1003991779,0,0,0,1,0,1,1,160,1359
1437177722,0,0,1,0,0,1,1,112,31
1770658379,0,0,0,1,1,0,0,0,17
1497724710,0,1,0,0,0,1,0,0,113
1184665580,0,0,1,0,0,1,1,129,14541
1609944396,0,1,0,0,0,1,1,267,1175
1760488720,0,1,0,0,1,0,1,341,6996
1649212408,0,0,0,1,0,1,1,65,42
1528016904,0,1,0,0,1,0,1,0,49
1487094454,0,0,0,1,1,0,0,0,21
1376657049,0,0,0,1,0,1,0,0,29
1437392263,0,0,0,1,1,0,1,43,46
1922020197,0,0,0,0,0,1,1,426,4293
1912099672,0,0,0,1,1,0,0,0,273
1760429146,0,1,0,0,1,0,1,80,2095
1477659654,0,0,1,0,0,1,0,0,1021
1811918683,0,0,0,0,0,1,0,0,814
1396741955,0,0,1,0,0,1,0,0,14
1083954275,0,0,0,1,0,1,1,70,1027
1801104427,0,0,1,0,1,0,1,19,15
1417245523,0,1,0,0,1,0,1,19,30
1629398276,0,0,1,0,0,1,1,669,8493
1518953843,0,1,0,0,1,0,1,438,552
1568432748,0,0,1,0,1,0,1,25,457
1790755098,0,0,1,0,0,1,1,26,816
1992787428,0,0,1,0,1,0,1,370,7414
1912981564,0,0,0,0,1,0,1,69,3290
1487817854,0,0,1,0,0,1,1,109,1177
1205867488,0,0,0,1,0,1,1,22,0
1033415732,0,0,0,0,0,1,1,20,0
1841224268,0,0,0,1,0,1,1,429,4529
1275807059,0,0,1,0,0,1,1,27,23
1134347271,0,0,1,0,1,0,1,12,74
1437105665,0,1,0,0,0,1,1,11,0
1013069780,0,0,1,0,0,1,1,1964,643
1992724587,0,0,1,0,0,1,0,0,27
1871602854,0,1,0,0,0,1,0,0,98
1407858145,0,0,0,1,1,0,0,0,50
1376585240,0,0,1,0,1,0,0,0,18
1710964333,0,0,0,1,0,1,1,0,490
1649485079,0,0,1,0,0,1,1,0,48
1023185030,0,0,0,1,0,1,1,49,0
1427057736,0,0,1,0,0,1,1,134,134
1417007113,0,0,1,0,0,1,1,53,59
1356590558,0,0,0,0,0,1,0,0,16
1528297264,0,0,1,0,0,1,1,1603,568
1427363654,0,1,0,0,0,1,0,0,58
1699825604,0,0,0,0,0,1,0,0,3129
1982655635,0,0,0,0,0,1,1,24,185
1285601278,0,1,0,0,0,1,0,0,360
1649219247,0,1,0,0,0,1,1,482,8385
1639591829,0,0,0,0,1,0,1,32,0
1174567168,0,0,1,0,0,1,1,90,181
1053331512,0,0,0,1,0,1,1,23,2365
1891828471,0,1,0,0,0,1,0,0,14
1447337852,0,0,0,1,1,0,1,33,282
1912174970,0,1,0,0,0,1,1,269,7947
1811978059,0,1,0,0,1,0,1,77,1574
1437225224,0,0,0,0,1,0,1,110,4227
1528288487,0,0,0,1,0,1,0,0,134
1043344898,0,0,1,0,1,0,0,0,18
1952663122,0,1,0,0,0,1,0,0,235
1326218686,0,0,1,0,0,1,0,0,1219
1861503146,0,0,1,0,0,1,0,0,11
1760595565,0,0,1,0,0,1,0,0,869
1871785279,0,0,1,0,1,0,0,0,320
1720034416,0,0,0,1,1,0,1,133,302
1336256387,0,0,1,0,0,1,0,0,103
1124114350,0,1,0,0,1,0,0,0,207
1023035094,0,0,1,0,0,1,1,1411,25322
1083647762,0,0,0,1,1,0,0,0,29
1598871444,0,0,0,0,0,1,0,0,151
1285626812,0,1,0,0,0,1,1,42,2114
1013198035,0,0,0,0,1,0,1,181,1975
1477510337,0,0,0,0,0,1,0,0,50
1427297464,0,0,0,0,0,1,0,0,18
1134479819,0,1,0,0,1,0,0,0,467
1427349513,0,1,0,0,1,0,1,11,0
1326031857,0,0,1,0,0,1,0,0,16
1033287164,0,0,0,0,0,1,1,138,4898
1912099599,0,0,0,1,1,0,1,91,1320
1457315384,0,0,0,1,0,1,0,0,326
1942216189,0,0,0,1,0,1,0,0,26
1336565068,0,0,0,0,1,0,1,13,142
1801887518,0,0,1,0,1,0,1,0,378
1306008040,0,0,0,1,1,0,1,37,0
1174756696,0,1,0,0,0,1,1,11,22
1700978079,0,0,1,0,0,1,1,20,13
1831134170,0,0,1,0,0,1,0,0,1627
1902087430,0,0,0,0,0,1,0,0,113
1528269388,0,0,0,0,0,1,1,28,23
1972761773,0,0,1,0,0,1,0,0,80
1073826517,0,0,1,0,0,1,1,90,27
1295897668,0,0,1,0,1,0,1,58,1046
1093725368,0,0,1,0,0,1,1,0,326
1174867261,0,0,0,1,1,0,0,0,12
1568455871,0,0,1,0,0,1,1,0,15
1962426825,0,0,0,1,0,1,1,121,1263
1730297573,0,0,0,1,0,1,1,66,41
1285663633,0,0,1,0,0,1,1,43,26
1255302931,0,0,0,1,1,0,1,0,40
1942320916,0,0,1,0,0,1,0,0,484
1770538209,0,0,1,0,0,1,1,25,96
1215171756,0,0,1,0,0,1,0,0,39
1447489844,0,0,0,0,1,0,0,0,237
1285868190,0,1,0,0,1,0,1,16,235
1730109620,0,0,0,1,0,1,1,12,42
1982657151,0,0,1,0,1,0,1,478,7851
1124278668,0,1,0,0,0,1,1,236,139
1104918002,0,0,0,1,1,0,1,132,1051
1366770489,0,1,0,0,1,0,0,0,93
1174749816,0,0,1,0,0,1,0,0,998
1831169077,0,0,1,0,1,0,1,1042,521
1730163593,0,0,1,0,0,1,1,25,85
1093718322,0,0,0,1,0,1,0,0,732
1831486935,0,1,0,0,0,1,0,0,18
1306861448,0,0,1,0,1,0,1,1840,26141
1467576389,0,0,0,0,0,1,0,0,11
1518933811,0,0,1,0,0,1,1,136,1497
1396826160,0,0,1,0,0,1,1,310,7509
1801071014,0,0,1,0,1,0,1,94,33
1023112752,0,0,0,0,0,1,1,75,4784
1407879463,0,0,1,0,0,1,1,112,1928
1285968578,0,0,0,0,1,0,1,14,0
1508831561,0,0,1,0,1,0,0,0,1923
1235108754,0,0,1,0,1,0,1,61,1389
1972584381,0,1,0,0,0,1,0,0,304
1184696007,0,0,0,1,0,1,1,12,153
1821077355,0,0,0,0,0,1,0,0,2377
1861402893,0,1,0,0,0,1,1,70,0
1104098177,0,0,1,0,1,0,0,0,34
1275528598,0,0,0,0,0,1,1,11,239
1548397102,0,0,1,0,1,0,1,0,391
1164489159,0,0,0,1,1,0,0,0,8628
1912949975,0,0,1,0,0,1,0,0,50
1184044026,0,0,0,0,1,0,0,0,12
1528011970,0,0,0,1,0,1,0,0,46
1902815657,0,0,0,1,0,1,1,11,626
1285945709,0,0,1,0,0,1,0,0,207
1730236589,0,1,0,0,0,1,0,0,11
1457329385,0,0,1,0,0,1,1,131,3645
1861407686,0,0,1,0,0,1,1,373,6276
1437589892,0,0,0,0,0,1,0,0,37
1174724058,0,0,0,1,1,0,1,147,2136
1750380416,0,0,1,0,1,0,1,0,125
1346267051,0,0,0,1,1,0,0,0,39
1568488534,0,0,0,1,1,0,0,0,173
1407116932,0,0,1,0,0,1,1,19,0
1255394714,0,0,0,0,0,1,1,53,1970
1265585186,0,1,0,0,0,1,0,0,26
1154392447,0,1,0,0,0,1,1,87,3293
1740397546,0,1,0,0,1,0,1,126,522
1639375793,0,0,1,0,0,1,1,49,1009
1679847495,0,0,0,0,1,0,1,15,12
1922026442,0,1,0,0,0,1,1,2107,648
1730186404,0,0,0,0,0,1,1,44,103
1710165998,0,0,0,1,0,1,1,0,26
1043305022,0,1,0,0,1,0,0,0,17
1699755041,0,0,1,0,1,0,1,38,1504
1922250489,0,0,1,0,0,1,0,0,32
1033292453,0,0,0,0,1,0,0,0,12
1760474068,0,0,1,0,0,1,1,0,955
1033165238,0,1,0,0,1,0,0,0,36
1184992356,0,1,0,0,1,0,1,36,25
1376781328,0,0,0,0,1,0,0,0,53
1932309838,0,0,1,0,0,1,1,11,0
1700861432,0,0,1,0,0,1,0,0,2737
1093738718,0,0,1,0,0,1,0,0,1318
1497041180,0,0,1,0,1,0,0,0,155
1508954017,0,0,0,1,0,1,1,30,1108
1740627736,0,0,1,0,0,1,1,26,0
1699866970,0,0,0,0,1,0,0,0,11
1023167178,0,1,0,0,0,1,0,0,14
1649257056,0,0,0,0,0,1,1,88,24
1609028042,0,0,0,1,0,1,1,159,2288
1952497356,0,0,0,1,1,0,0,0,4335
1396979092,0,0,1,0,0,1,1,46,416
1124029822,0,0,1,0,1,0,1,66,1020
1578677688,0,0,0,0,0,1,1,190,0
1366535106,0,0,0,0,1,0,1,11,19
1558325878,0,0,1,0,1,0,1,77,93
